any;municipi;concepte;estat;valor
2016;Vila-sana;població amb estudis baixos;..;null
2016;Vila-sana;població jove sense estudis postobligatoris;..;null
2016;Vila-sana;estrangers de països de renda baixa o mitjana;;93,0
2016;Vila-sana;renda mitjana per persona;;93,5
2016;Vila-seca;població ocupada;;95,6
2016;Vila-seca;treballadors de baixa qualificació;;97,5
2016;Vila-seca;població amb estudis baixos;..;null
2016;Vila-seca;població jove sense estudis postobligatoris;..;null
2016;Vila-seca;estrangers de països de renda baixa o mitjana;;105,9
2016;Vila-seca;renda mitjana per persona;;90,3
2016;Vilassar de Dalt;població ocupada;;109,0
2016;Vilassar de Dalt;treballadors de baixa qualificació;;96,3
2016;Vilassar de Dalt;població amb estudis baixos;..;null
2016;Vilassar de Dalt;població jove sense estudis postobligatoris;..;null
2016;Vilassar de Dalt;estrangers de països de renda baixa o mitjana;;87,1
2016;Vilassar de Dalt;renda mitjana per persona;;112,4
2016;Vilassar de Mar;població ocupada;;109,9
2016;Vilassar de Mar;treballadors de baixa qualificació;;83,9
2016;Vilassar de Mar;població amb estudis baixos;..;null
2016;Vilassar de Mar;població jove sense estudis postobligatoris;..;null
2016;Vilassar de Mar;estrangers de països de renda baixa o mitjana;;88,6
2016;Vilassar de Mar;renda mitjana per persona;;112,0
2016;Vilaür;població ocupada;;106,7
2016;Vilaür;treballadors de baixa qualificació;..;null
2016;Vilaür;població amb estudis baixos;..;null
2016;Vilaür;població jove sense estudis postobligatoris;..;null
2016;Vilaür;estrangers de països de renda baixa o mitjana;;83,0
2016;Vilaür;renda mitjana per persona;;103,5
2016;Vilaverd;població ocupada;;119,8
2016;Vilaverd;treballadors de baixa qualificació;..;null
2016;Vilaverd;població amb estudis baixos;..;null
2016;Vilaverd;població jove sense estudis postobligatoris;..;null
2016;Vilaverd;estrangers de països de renda baixa o mitjana;;88,6
2016;Vilaverd;renda mitjana per persona;;93,1
2016;Vilella Alta, la;població ocupada;;119,3
2016;Vilella Alta, la;treballadors de baixa qualificació;..;null
2016;Vilella Alta, la;població amb estudis baixos;..;null
2016;Vilella Alta, la;població jove sense estudis postobligatoris;..;null
2016;Vilella Alta, la;estrangers de països de renda baixa o mitjana;;89,7
2016;Vilella Alta, la;renda mitjana per persona;;89,0
2016;Vilella Baixa, la;població ocupada;;122,6
2016;Vilella Baixa, la;treballadors de baixa qualificació;..;null
2016;Vilella Baixa, la;població amb estudis baixos;..;null
2016;Vilella Baixa, la;població jove sense estudis postobligatoris;..;null
2016;Vilella Baixa, la;estrangers de països de renda baixa o mitjana;;90,7
2016;Vilella Baixa, la;renda mitjana per persona;;95,0
2016;Vilobí d'Onyar;població ocupada;;123,5
2016;Vilobí d'Onyar;treballadors de baixa qualificació;;104,7
2016;Vilobí d'Onyar;població amb estudis baixos;..;null
2016;Vilobí d'Onyar;població jove sense estudis postobligatoris;..;null
2016;Vilobí d'Onyar;estrangers de països de renda baixa o mitjana;;95,5
2016;Vilobí d'Onyar;renda mitjana per persona;;101,1
2016;Vilobí del Penedès;població ocupada;;117,3
2016;Vilobí del Penedès;treballadors de baixa qualificació;;97,2
2016;Vilobí del Penedès;població amb estudis baixos;..;null
2016;Vilobí del Penedès;població jove sense estudis postobligatoris;..;null
2016;Vilobí del Penedès;estrangers de països de renda baixa o mitjana;;90,5
2016;Vilobí del Penedès;renda mitjana per persona;;100,8
2016;Vilopriu;població ocupada;;104,4
2016;Vilopriu;treballadors de baixa qualificació;..;null
2016;Vilopriu;població amb estudis baixos;..;null
2016;Vilopriu;població jove sense estudis postobligatoris;..;null
2016;Vilopriu;estrangers de països de renda baixa o mitjana;;86,2
2016;Vilopriu;renda mitjana per persona;;103,9
2016;Vilosell, el;població ocupada;;90,1
2016;Vilosell, el;treballadors de baixa qualificació;..;null
2016;Vilosell, el;població amb estudis baixos;..;null
2016;Vilosell, el;població jove sense estudis postobligatoris;..;null
2016;Vilosell, el;estrangers de països de renda baixa o mitjana;;89,0
2016;Vilosell, el;renda mitjana per persona;;95,8
2016;Vimbodí i Poblet;població ocupada;;111,2
2016;Vimbodí i Poblet;treballadors de baixa qualificació;..;null
2016;Vimbodí i Poblet;població amb estudis baixos;..;null
2016;Vimbodí i Poblet;població jove sense estudis postobligatoris;..;null
2016;Vimbodí i Poblet;estrangers de països de renda baixa o mitjana;;85,3
2016;Vimbodí i Poblet;renda mitjana per persona;;101,2
2016;Vinaixa;població ocupada;;91,9
2016;Vinaixa;treballadors de baixa qualificació;..;null
2016;Vinaixa;població amb estudis baixos;..;null
2016;Vinaixa;població jove sense estudis postobligatoris;..;null
2016;Vinaixa;estrangers de països de renda baixa o mitjana;;88,5
2016;Vinaixa;renda mitjana per persona;;88,7
2016;Vinebre;població ocupada;;98,3
2016;Vinebre;treballadors de baixa qualificació;..;null
2016;Vinebre;població amb estudis baixos;..;null
2016;Vinebre;població jove sense estudis postobligatoris;..;null
2016;Vinebre;estrangers de països de renda baixa o mitjana;;106,6
2016;Vinebre;renda mitjana per persona;;96,7
2016;Vinyols i els Arcs;població ocupada;;109,4
2016;Vinyols i els Arcs;treballadors de baixa qualificació;;98,4
2016;Vinyols i els Arcs;població amb estudis baixos;..;null
2016;Vinyols i els Arcs;població jove sense estudis postobligatoris;..;null
2016;Vinyols i els Arcs;estrangers de països de renda baixa o mitjana;;103,6
2016;Vinyols i els Arcs;renda mitjana per persona;;99,5
2016;Viver i Serrateix;població ocupada;;137,6
2016;Viver i Serrateix;treballadors de baixa qualificació;..;null
2016;Viver i Serrateix;població amb estudis baixos;..;null
2016;Viver i Serrateix;població jove sense estudis postobligatoris;..;null
2016;Viver i Serrateix;estrangers de països de renda baixa o mitjana;;82,9
2016;Viver i Serrateix;renda mitjana per persona;;106,6
2016;Xerta;població ocupada;;89,3
2016;Xerta;treballadors de baixa qualificació;;99,7
2016;Xerta;població amb estudis baixos;..;null
2016;Xerta;població jove sense estudis postobligatoris;..;null
2016;Xerta;estrangers de països de renda baixa o mitjana;;88,2
2016;Xerta;renda mitjana per persona;;90,2
2016;Catalunya;població ocupada;;100,0
2016;Catalunya;treballadors de baixa qualificació;;100,0
2016;Catalunya;població amb estudis baixos;;100,0
2016;Catalunya;població jove sense estudis postobligatoris;;100,0
2016;Catalunya;estrangers de països de renda baixa o mitjana;;100,0
2016;Catalunya;renda mitjana per persona;;100,0
2017;Abella de la Conca;població ocupada;;105,3
2017;Abella de la Conca;treballadors de baixa qualificació;..;null
2017;Abella de la Conca;població amb estudis baixos;..;null
2017;Abella de la Conca;població jove sense estudis postobligatoris;..;null
2017;Abella de la Conca;estrangers de països de renda baixa o mitjana;;94,3
2017;Abella de la Conca;renda mitjana per persona;;87,7
2017;Abrera;població ocupada;;113,9
2017;Abrera;treballadors de baixa qualificació;;97,5
2017;Abrera;població amb estudis baixos;..;null
2017;Abrera;població jove sense estudis postobligatoris;..;null
2017;Abrera;estrangers de països de renda baixa o mitjana;;90,3
2017;Abrera;renda mitjana per persona;;101,2
2017;Àger;població ocupada;;117,0
2017;Àger;treballadors de baixa qualificació;..;null
2017;Àger;població amb estudis baixos;..;null
2017;Àger;població jove sense estudis postobligatoris;..;null
2017;Àger;estrangers de països de renda baixa o mitjana;;95,9
2017;Àger;renda mitjana per persona;;93,4
2017;Agramunt;població ocupada;;109,3
2017;Agramunt;treballadors de baixa qualificació;;113,5
2017;Agramunt;població amb estudis baixos;..;null
2017;Agramunt;població jove sense estudis postobligatoris;..;null
2017;Agramunt;estrangers de països de renda baixa o mitjana;;110,0
2017;Agramunt;renda mitjana per persona;;92,5
2017;Aguilar de Segarra;població ocupada;;130,1
2017;Aguilar de Segarra;treballadors de baixa qualificació;..;null
2017;Aguilar de Segarra;població amb estudis baixos;..;null
2017;Aguilar de Segarra;població jove sense estudis postobligatoris;..;null
2017;Aguilar de Segarra;estrangers de països de renda baixa o mitjana;;79,6
2017;Aguilar de Segarra;renda mitjana per persona;;105,5
2017;Agullana;població ocupada;;105,5
2017;Agullana;treballadors de baixa qualificació;..;null
2017;Agullana;població amb estudis baixos;..;null
2017;Agullana;població jove sense estudis postobligatoris;..;null
2017;Agullana;estrangers de països de renda baixa o mitjana;;96,0
2017;Agullana;renda mitjana per persona;;101,5
2017;Aiguafreda;població ocupada;;111,4
2017;Aiguafreda;treballadors de baixa qualificació;;99,7
2017;Aiguafreda;població amb estudis baixos;..;null
2017;Aiguafreda;població jove sense estudis postobligatoris;..;null
2017;Aiguafreda;estrangers de països de renda baixa o mitjana;;85,7
2017;Aiguafreda;renda mitjana per persona;;103,7
2017;Aiguamúrcia;població ocupada;;91,1
2017;Aiguamúrcia;treballadors de baixa qualificació;..;null
2017;Aiguamúrcia;població amb estudis baixos;..;null
2017;Aiguamúrcia;població jove sense estudis postobligatoris;..;null
2017;Aiguamúrcia;estrangers de països de renda baixa o mitjana;;91,2
2017;Aiguamúrcia;renda mitjana per persona;;88,5
2017;Aiguaviva;població ocupada;;124,1
2017;Aiguaviva;treballadors de baixa qualificació;..;null
2017;Aiguaviva;població amb estudis baixos;..;null
2017;Aiguaviva;població jove sense estudis postobligatoris;..;null
2017;Aiguaviva;estrangers de països de renda baixa o mitjana;;83,8
2017;Aiguaviva;renda mitjana per persona;;111,6
2017;Aitona;població ocupada;;101,5
2017;Aitona;treballadors de baixa qualificació;;140,9
2017;Aitona;població amb estudis baixos;..;null
2017;Aitona;població jove sense estudis postobligatoris;..;null
2017;Aitona;estrangers de països de renda baixa o mitjana;;137,8
2017;Aitona;renda mitjana per persona;;81,2
2017;Alamús, els;població ocupada;;120,0
2017;Alamús, els;treballadors de baixa qualificació;..;null
2017;Alamús, els;població amb estudis baixos;..;null
2017;Alamús, els;població jove sense estudis postobligatoris;..;null
2017;Alamús, els;estrangers de països de renda baixa o mitjana;;103,7
2017;Alamús, els;renda mitjana per persona;;93,3
2017;Alàs i Cerc;població ocupada;;70,4
2017;Alàs i Cerc;treballadors de baixa qualificació;..;null
2017;Alàs i Cerc;població amb estudis baixos;..;null
2017;Alàs i Cerc;població jove sense estudis postobligatoris;..;null
2017;Alàs i Cerc;estrangers de països de renda baixa o mitjana;;81,2
2017;Alàs i Cerc;renda mitjana per persona;;93,8
2017;Albagés, l';població ocupada;;104,9
2017;Albagés, l';treballadors de baixa qualificació;..;null
2017;Albagés, l';població amb estudis baixos;..;null
2017;Albagés, l';població jove sense estudis postobligatoris;..;null
2017;Albagés, l';estrangers de països de renda baixa o mitjana;;83,5
2017;Albagés, l';renda mitjana per persona;;83,0
2017;Albanyà;població ocupada;;74,2
2017;Albanyà;treballadors de baixa qualificació;..;null
2017;Albanyà;població amb estudis baixos;..;null
2017;Albanyà;població jove sense estudis postobligatoris;..;null
2017;Albanyà;estrangers de països de renda baixa o mitjana;;84,6
2017;Albanyà;renda mitjana per persona;;83,9
2017;Albatàrrec;població ocupada;;91,2
2017;Albatàrrec;treballadors de baixa qualificació;;112,1
2017;Albatàrrec;població amb estudis baixos;..;null
2017;Albatàrrec;població jove sense estudis postobligatoris;..;null
2017;Albatàrrec;estrangers de països de renda baixa o mitjana;;117,8
2017;Albatàrrec;renda mitjana per persona;;88,9
2017;Albesa;població ocupada;;120,2
2017;Albesa;treballadors de baixa qualificació;;126,8
2017;Albesa;població amb estudis baixos;..;null
2017;Albesa;població jove sense estudis postobligatoris;..;null
2017;Albesa;estrangers de països de renda baixa o mitjana;;108,5
2017;Albesa;renda mitjana per persona;;91,3
2017;Albi, l';població ocupada;;109,5
2017;Albi, l';treballadors de baixa qualificació;..;null
2017;Albi, l';població amb estudis baixos;..;null
2017;Albi, l';població jove sense estudis postobligatoris;..;null
2017;Albi, l';estrangers de països de renda baixa o mitjana;;90,8
2017;Albi, l';renda mitjana per persona;;89,8
2017;Albinyana;població ocupada;;86,6
2017;Albinyana;treballadors de baixa qualificació;;109,7
2017;Albinyana;població amb estudis baixos;..;null
2017;Albinyana;població jove sense estudis postobligatoris;..;null
2017;Albinyana;estrangers de països de renda baixa o mitjana;;85,8
2017;Albinyana;renda mitjana per persona;;86,8
2017;Albiol, l';població ocupada;;105,1
2017;Albiol, l';treballadors de baixa qualificació;..;null
2017;Albiol, l';població amb estudis baixos;..;null
2017;Albiol, l';població jove sense estudis postobligatoris;..;null
2017;Albiol, l';estrangers de països de renda baixa o mitjana;;84,8
2017;Albiol, l';renda mitjana per persona;;103,4
2017;Albons;població ocupada;;100,7
2017;Albons;treballadors de baixa qualificació;..;null
2017;Albons;població amb estudis baixos;..;null
2017;Albons;població jove sense estudis postobligatoris;..;null
2017;Albons;estrangers de països de renda baixa o mitjana;;96,6
2017;Albons;renda mitjana per persona;;95,8
2017;Alcanar;població ocupada;;74,4
2017;Alcanar;treballadors de baixa qualificació;;132,1
2017;Alcanar;població amb estudis baixos;..;null
2017;Alcanar;població jove sense estudis postobligatoris;..;null
2017;Alcanar;estrangers de països de renda baixa o mitjana;;113,0
2017;Alcanar;renda mitjana per persona;;82,6
2017;Alcanó;població ocupada;;128,7
2017;Alcanó;treballadors de baixa qualificació;..;null
2017;Alcanó;població amb estudis baixos;..;null
2017;Alcanó;població jove sense estudis postobligatoris;..;null
2017;Alcanó;estrangers de països de renda baixa o mitjana;;78,9
2017;Alcanó;renda mitjana per persona;;85,6
2017;Alcarràs;població ocupada;;112,2
2017;Alcarràs;treballadors de baixa qualificació;;125,2
2017;Alcarràs;població amb estudis baixos;..;null
2017;Alcarràs;població jove sense estudis postobligatoris;..;null
2017;Alcarràs;estrangers de països de renda baixa o mitjana;;135,4
2017;Alcarràs;renda mitjana per persona;;86,5
2017;Alcoletge;població ocupada;;107,8
2017;Alcoletge;treballadors de baixa qualificació;;101,0
2017;Alcoletge;població amb estudis baixos;..;null
2017;Alcoletge;població jove sense estudis postobligatoris;..;null
2017;Alcoletge;estrangers de països de renda baixa o mitjana;;102,7
2017;Alcoletge;renda mitjana per persona;;91,5
2017;Alcover;població ocupada;;106,1
