mes,comarques i Aran,concepte,sexe,estat,valor
03/2021,Garraf,població vacunada amb primera dosi (%),homes,,8.4
03/2021,Garraf,població vacunada amb primera dosi (%),dones,,13.0
03/2021,Garraf,població vacunada amb primera dosi (%),total,,10.8
03/2021,Garraf,població vacunada amb segona dosi (%),homes,,3.1
03/2021,Garraf,població vacunada amb segona dosi (%),dones,,6.4
03/2021,Garraf,població vacunada amb segona dosi (%),total,,4.7
03/2021,Garraf,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Garraf,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Garraf,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Garrigues,dosis administrades,homes,,1541
03/2021,Garrigues,dosis administrades,dones,,2702
03/2021,Garrigues,dosis administrades,total,,4243
03/2021,Garrigues,persones vacunades amb primera dosi,homes,,1180
03/2021,Garrigues,persones vacunades amb primera dosi,dones,,1862
03/2021,Garrigues,persones vacunades amb primera dosi,total,,3042
03/2021,Garrigues,persones vacunades amb segona dosi,homes,,361
03/2021,Garrigues,persones vacunades amb segona dosi,dones,,840
03/2021,Garrigues,persones vacunades amb segona dosi,total,,1201
03/2021,Garrigues,persones vacunades amb dosi addicional,homes,,0
03/2021,Garrigues,persones vacunades amb dosi addicional,dones,,0
03/2021,Garrigues,persones vacunades amb dosi addicional,total,,0
03/2021,Garrigues,dosis administrades per cada 100 persones,homes,,15.5
03/2021,Garrigues,dosis administrades per cada 100 persones,dones,,29.8
03/2021,Garrigues,dosis administrades per cada 100 persones,total,,22.4
03/2021,Garrigues,població vacunada amb primera dosi (%),homes,,11.9
03/2021,Garrigues,població vacunada amb primera dosi (%),dones,,20.5
03/2021,Garrigues,població vacunada amb primera dosi (%),total,,16.0
03/2021,Garrigues,població vacunada amb segona dosi (%),homes,,3.6
03/2021,Garrigues,població vacunada amb segona dosi (%),dones,,9.3
03/2021,Garrigues,població vacunada amb segona dosi (%),total,,6.3
03/2021,Garrigues,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Garrigues,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Garrigues,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Garrotxa,dosis administrades,homes,,3912
03/2021,Garrotxa,dosis administrades,dones,,7410
03/2021,Garrotxa,dosis administrades,total,,11322
03/2021,Garrotxa,persones vacunades amb primera dosi,homes,,3026
03/2021,Garrotxa,persones vacunades amb primera dosi,dones,,5207
03/2021,Garrotxa,persones vacunades amb primera dosi,total,,8233
03/2021,Garrotxa,persones vacunades amb segona dosi,homes,,886
03/2021,Garrotxa,persones vacunades amb segona dosi,dones,,2203
03/2021,Garrotxa,persones vacunades amb segona dosi,total,,3089
03/2021,Garrotxa,persones vacunades amb dosi addicional,homes,,0
03/2021,Garrotxa,persones vacunades amb dosi addicional,dones,,0
03/2021,Garrotxa,persones vacunades amb dosi addicional,total,,0
03/2021,Garrotxa,dosis administrades per cada 100 persones,homes,,13.6
03/2021,Garrotxa,dosis administrades per cada 100 persones,dones,,25.8
03/2021,Garrotxa,dosis administrades per cada 100 persones,total,,19.7
03/2021,Garrotxa,població vacunada amb primera dosi (%),homes,,10.5
03/2021,Garrotxa,població vacunada amb primera dosi (%),dones,,18.1
03/2021,Garrotxa,població vacunada amb primera dosi (%),total,,14.3
03/2021,Garrotxa,població vacunada amb segona dosi (%),homes,,3.1
03/2021,Garrotxa,població vacunada amb segona dosi (%),dones,,7.7
03/2021,Garrotxa,població vacunada amb segona dosi (%),total,,5.4
03/2021,Garrotxa,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Garrotxa,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Garrotxa,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Gironès,dosis administrades,homes,,12760
03/2021,Gironès,dosis administrades,dones,,23622
03/2021,Gironès,dosis administrades,total,,36382
03/2021,Gironès,persones vacunades amb primera dosi,homes,,9231
03/2021,Gironès,persones vacunades amb primera dosi,dones,,15843
03/2021,Gironès,persones vacunades amb primera dosi,total,,25074
03/2021,Gironès,persones vacunades amb segona dosi,homes,,3529
03/2021,Gironès,persones vacunades amb segona dosi,dones,,7779
03/2021,Gironès,persones vacunades amb segona dosi,total,,11308
03/2021,Gironès,persones vacunades amb dosi addicional,homes,,0
03/2021,Gironès,persones vacunades amb dosi addicional,dones,,0
03/2021,Gironès,persones vacunades amb dosi addicional,total,,0
03/2021,Gironès,dosis administrades per cada 100 persones,homes,,13.5
03/2021,Gironès,dosis administrades per cada 100 persones,dones,,24.3
03/2021,Gironès,dosis administrades per cada 100 persones,total,,19.0
03/2021,Gironès,població vacunada amb primera dosi (%),homes,,9.8
03/2021,Gironès,població vacunada amb primera dosi (%),dones,,16.3
03/2021,Gironès,població vacunada amb primera dosi (%),total,,13.1
03/2021,Gironès,població vacunada amb segona dosi (%),homes,,3.7
03/2021,Gironès,població vacunada amb segona dosi (%),dones,,8.0
03/2021,Gironès,població vacunada amb segona dosi (%),total,,5.9
03/2021,Gironès,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Gironès,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Gironès,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Maresme,dosis administrades,homes,,29205
03/2021,Maresme,dosis administrades,dones,,54758
03/2021,Maresme,dosis administrades,total,,83963
03/2021,Maresme,persones vacunades amb primera dosi,homes,,20852
03/2021,Maresme,persones vacunades amb primera dosi,dones,,35927
03/2021,Maresme,persones vacunades amb primera dosi,total,,56779
03/2021,Maresme,persones vacunades amb segona dosi,homes,,8353
03/2021,Maresme,persones vacunades amb segona dosi,dones,,18831
03/2021,Maresme,persones vacunades amb segona dosi,total,,27184
03/2021,Maresme,persones vacunades amb dosi addicional,homes,,0
03/2021,Maresme,persones vacunades amb dosi addicional,dones,,0
03/2021,Maresme,persones vacunades amb dosi addicional,total,,0
03/2021,Maresme,dosis administrades per cada 100 persones,homes,,13.1
03/2021,Maresme,dosis administrades per cada 100 persones,dones,,23.8
03/2021,Maresme,dosis administrades per cada 100 persones,total,,18.5
03/2021,Maresme,població vacunada amb primera dosi (%),homes,,9.3
03/2021,Maresme,població vacunada amb primera dosi (%),dones,,15.6
03/2021,Maresme,població vacunada amb primera dosi (%),total,,12.5
03/2021,Maresme,població vacunada amb segona dosi (%),homes,,3.7
03/2021,Maresme,població vacunada amb segona dosi (%),dones,,8.2
03/2021,Maresme,població vacunada amb segona dosi (%),total,,6.0
03/2021,Maresme,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Maresme,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Maresme,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Moianès,dosis administrades,homes,,904
03/2021,Moianès,dosis administrades,dones,,1906
03/2021,Moianès,dosis administrades,total,,2810
03/2021,Moianès,persones vacunades amb primera dosi,homes,,651
03/2021,Moianès,persones vacunades amb primera dosi,dones,,1241
03/2021,Moianès,persones vacunades amb primera dosi,total,,1892
03/2021,Moianès,persones vacunades amb segona dosi,homes,,253
03/2021,Moianès,persones vacunades amb segona dosi,dones,,665
03/2021,Moianès,persones vacunades amb segona dosi,total,,918
03/2021,Moianès,persones vacunades amb dosi addicional,homes,,0
03/2021,Moianès,persones vacunades amb dosi addicional,dones,,0
03/2021,Moianès,persones vacunades amb dosi addicional,total,,0
03/2021,Moianès,dosis administrades per cada 100 persones,homes,,12.7
03/2021,Moianès,dosis administrades per cada 100 persones,dones,,28.4
03/2021,Moianès,dosis administrades per cada 100 persones,total,,20.4
03/2021,Moianès,població vacunada amb primera dosi (%),homes,,9.2
03/2021,Moianès,població vacunada amb primera dosi (%),dones,,18.5
03/2021,Moianès,població vacunada amb primera dosi (%),total,,13.7
03/2021,Moianès,població vacunada amb segona dosi (%),homes,,3.6
03/2021,Moianès,població vacunada amb segona dosi (%),dones,,9.9
03/2021,Moianès,població vacunada amb segona dosi (%),total,,6.7
03/2021,Moianès,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Moianès,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Moianès,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Montsià,dosis administrades,homes,,4872
03/2021,Montsià,dosis administrades,dones,,8106
03/2021,Montsià,dosis administrades,total,,12978
03/2021,Montsià,persones vacunades amb primera dosi,homes,,3422
03/2021,Montsià,persones vacunades amb primera dosi,dones,,5325
03/2021,Montsià,persones vacunades amb primera dosi,total,,8747
03/2021,Montsià,persones vacunades amb segona dosi,homes,,1450
03/2021,Montsià,persones vacunades amb segona dosi,dones,,2781
03/2021,Montsià,persones vacunades amb segona dosi,total,,4231
03/2021,Montsià,persones vacunades amb dosi addicional,homes,,0
03/2021,Montsià,persones vacunades amb dosi addicional,dones,,0
03/2021,Montsià,persones vacunades amb dosi addicional,total,,0
03/2021,Montsià,dosis administrades per cada 100 persones,homes,,14.0
03/2021,Montsià,dosis administrades per cada 100 persones,dones,,23.7
03/2021,Montsià,dosis administrades per cada 100 persones,total,,18.8
03/2021,Montsià,població vacunada amb primera dosi (%),homes,,9.8
03/2021,Montsià,població vacunada amb primera dosi (%),dones,,15.5
03/2021,Montsià,població vacunada amb primera dosi (%),total,,12.6
03/2021,Montsià,població vacunada amb segona dosi (%),homes,,4.2
03/2021,Montsià,població vacunada amb segona dosi (%),dones,,8.1
03/2021,Montsià,població vacunada amb segona dosi (%),total,,6.1
03/2021,Montsià,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Montsià,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Montsià,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Noguera,dosis administrades,homes,,2981
03/2021,Noguera,dosis administrades,dones,,5237
03/2021,Noguera,dosis administrades,total,,8218
03/2021,Noguera,persones vacunades amb primera dosi,homes,,2127
03/2021,Noguera,persones vacunades amb primera dosi,dones,,3479
03/2021,Noguera,persones vacunades amb primera dosi,total,,5606
03/2021,Noguera,persones vacunades amb segona dosi,homes,,854
03/2021,Noguera,persones vacunades amb segona dosi,dones,,1758
03/2021,Noguera,persones vacunades amb segona dosi,total,,2612
03/2021,Noguera,persones vacunades amb dosi addicional,homes,,0
03/2021,Noguera,persones vacunades amb dosi addicional,dones,,0
03/2021,Noguera,persones vacunades amb dosi addicional,total,,0
03/2021,Noguera,dosis administrades per cada 100 persones,homes,,14.9
03/2021,Noguera,dosis administrades per cada 100 persones,dones,,28.2
03/2021,Noguera,dosis administrades per cada 100 persones,total,,21.3
03/2021,Noguera,població vacunada amb primera dosi (%),homes,,10.7
03/2021,Noguera,població vacunada amb primera dosi (%),dones,,18.7
03/2021,Noguera,població vacunada amb primera dosi (%),total,,14.5
03/2021,Noguera,població vacunada amb segona dosi (%),homes,,4.3
03/2021,Noguera,població vacunada amb segona dosi (%),dones,,9.5
03/2021,Noguera,població vacunada amb segona dosi (%),total,,6.8
03/2021,Noguera,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Noguera,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Noguera,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Osona,dosis administrades,homes,,8997
03/2021,Osona,dosis administrades,dones,,18553
03/2021,Osona,dosis administrades,total,,27550
03/2021,Osona,persones vacunades amb primera dosi,homes,,6713
03/2021,Osona,persones vacunades amb primera dosi,dones,,12611
03/2021,Osona,persones vacunades amb primera dosi,total,,19324
03/2021,Osona,persones vacunades amb segona dosi,homes,,2284
03/2021,Osona,persones vacunades amb segona dosi,dones,,5942
03/2021,Osona,persones vacunades amb segona dosi,total,,8226
03/2021,Osona,persones vacunades amb dosi addicional,homes,,0
03/2021,Osona,persones vacunades amb dosi addicional,dones,,0
03/2021,Osona,persones vacunades amb dosi addicional,total,,0
03/2021,Osona,dosis administrades per cada 100 persones,homes,,11.1
03/2021,Osona,dosis administrades per cada 100 persones,dones,,23.0
03/2021,Osona,dosis administrades per cada 100 persones,total,,17.0
03/2021,Osona,població vacunada amb primera dosi (%),homes,,8.3
03/2021,Osona,població vacunada amb primera dosi (%),dones,,15.6
03/2021,Osona,població vacunada amb primera dosi (%),total,,12.0
03/2021,Osona,població vacunada amb segona dosi (%),homes,,2.8
03/2021,Osona,població vacunada amb segona dosi (%),dones,,7.4
03/2021,Osona,població vacunada amb segona dosi (%),total,,5.1
03/2021,Osona,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Osona,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Osona,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Pallars Jussà,dosis administrades,homes,,1451
03/2021,Pallars Jussà,dosis administrades,dones,,2416
03/2021,Pallars Jussà,dosis administrades,total,,3867
03/2021,Pallars Jussà,persones vacunades amb primera dosi,homes,,991
03/2021,Pallars Jussà,persones vacunades amb primera dosi,dones,,1572
03/2021,Pallars Jussà,persones vacunades amb primera dosi,total,,2563
03/2021,Pallars Jussà,persones vacunades amb segona dosi,homes,,460
03/2021,Pallars Jussà,persones vacunades amb segona dosi,dones,,844
03/2021,Pallars Jussà,persones vacunades amb segona dosi,total,,1304
03/2021,Pallars Jussà,persones vacunades amb dosi addicional,homes,,0
03/2021,Pallars Jussà,persones vacunades amb dosi addicional,dones,,0
03/2021,Pallars Jussà,persones vacunades amb dosi addicional,total,,0
03/2021,Pallars Jussà,dosis administrades per cada 100 persones,homes,,21.8
03/2021,Pallars Jussà,dosis administrades per cada 100 persones,dones,,37.8
03/2021,Pallars Jussà,dosis administrades per cada 100 persones,total,,29.6
03/2021,Pallars Jussà,població vacunada amb primera dosi (%),homes,,14.9
03/2021,Pallars Jussà,població vacunada amb primera dosi (%),dones,,24.6
03/2021,Pallars Jussà,població vacunada amb primera dosi (%),total,,19.6
03/2021,Pallars Jussà,població vacunada amb segona dosi (%),homes,,6.9
03/2021,Pallars Jussà,població vacunada amb segona dosi (%),dones,,13.2
03/2021,Pallars Jussà,població vacunada amb segona dosi (%),total,,10.0
03/2021,Pallars Jussà,població vacunada amb dosi addicional (%),homes,,0.0
03/2021,Pallars Jussà,població vacunada amb dosi addicional (%),dones,,0.0
03/2021,Pallars Jussà,població vacunada amb dosi addicional (%),total,,0.0
03/2021,Pallars Sobirà,dosis administrades,homes,,401
03/2021,Pallars Sobirà,dosis administrades,dones,,684
03/2021,Pallars Sobirà,dosis administrades,total,,1085
03/2021,Pallars Sobirà,persones vacunades amb primera dosi,homes,,318
03/2021,Pallars Sobirà,persones vacunades amb primera dosi,dones,,490
03/2021,Pallars Sobirà,persones vacunades amb primera dosi,total,,808
03/2021,Pallars Sobirà,persones vacunades amb segona dosi,homes,,83
03/2021,Pallars Sobirà,persones vacunades amb segona dosi,dones,,194
03/2021,Pallars Sobirà,persones vacunades amb segona dosi,total,,277
03/2021,Pallars Sobirà,persones vacunades amb dosi addicional,homes,,0
03/2021,Pallars Sobirà,persones vacunades amb dosi addicional,dones,,0
03/2021,Pallars Sobirà,persones vacunades amb dosi addicional,total,,0
03/2021,Pallars Sobirà,dosis administrades per cada 100 persones,homes,,11.3
03/2021,Pallars Sobirà,dosis administrades per cada 100 persones,dones,,20.4
03/2021,Pallars Sobirà,dosis administrades per cada 100 persones,total,,15.7
03/2021,Pallars Sobirà,població vacunada amb primera dosi (%),homes,,8.9
03/2021,Pallars Sobirà,població vacunada amb primera dosi (%),dones,,14.6
03/2021,Pallars Sobirà,població vacunada amb primera dosi (%),total,,11.7
