trimestre,Catalunya,sexe,edat,concepte,estat,valor
T2/2021,Catalunya,dones,de 75 a 79 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,dones,80 anys o més,dosis administrades,,533466
T2/2021,Catalunya,dones,80 anys o més,persones vacunades amb primera dosi,,267955
T2/2021,Catalunya,dones,80 anys o més,persones vacunades amb segona dosi,,265511
T2/2021,Catalunya,dones,80 anys o més,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,dones,80 anys o més,dosis administrades per cada 100 persones,,187.8
T2/2021,Catalunya,dones,80 anys o més,població vacunada amb primera dosi (%),,94.3
T2/2021,Catalunya,dones,80 anys o més,població vacunada amb segona dosi (%),,93.5
T2/2021,Catalunya,dones,80 anys o més,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,dones,total,dosis administrades,,3690225
T2/2021,Catalunya,dones,total,persones vacunades amb primera dosi,,2230244
T2/2021,Catalunya,dones,total,persones vacunades amb segona dosi,,1459981
T2/2021,Catalunya,dones,total,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,dones,total,dosis administrades per cada 100 persones,,93.8
T2/2021,Catalunya,dones,total,població vacunada amb primera dosi (%),,56.7
T2/2021,Catalunya,dones,total,població vacunada amb segona dosi (%),,37.1
T2/2021,Catalunya,dones,total,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 0 a 11 anys,dosis administrades,..,null
T2/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb primera dosi,..,null
T2/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb segona dosi,..,null
T2/2021,Catalunya,total,de 0 a 11 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 0 a 11 anys,dosis administrades per cada 100 persones,..,null
T2/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb primera dosi (%),..,null
T2/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb segona dosi (%),..,null
T2/2021,Catalunya,total,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 12 a 14 anys,dosis administrades,..,null
T2/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb primera dosi,..,null
T2/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb segona dosi,..,null
T2/2021,Catalunya,total,de 12 a 14 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 12 a 14 anys,dosis administrades per cada 100 persones,..,null
T2/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb primera dosi (%),..,null
T2/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb segona dosi (%),..,null
T2/2021,Catalunya,total,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 15 a 19 anys,dosis administrades,,26637
T2/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb primera dosi,,16669
T2/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb segona dosi,,9968
T2/2021,Catalunya,total,de 15 a 19 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 15 a 19 anys,dosis administrades per cada 100 persones,,6.6
T2/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb primera dosi (%),,4.1
T2/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb segona dosi (%),,2.5
T2/2021,Catalunya,total,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 20 a 24 anys,dosis administrades,,94576
T2/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb primera dosi,,54686
T2/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb segona dosi,,39890
T2/2021,Catalunya,total,de 20 a 24 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 20 a 24 anys,dosis administrades per cada 100 persones,,23.9
T2/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb primera dosi (%),,13.8
T2/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb segona dosi (%),,10.1
T2/2021,Catalunya,total,de 20 a 24 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 25 a 29 anys,dosis administrades,,115658
T2/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb primera dosi,,65906
T2/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb segona dosi,,49752
T2/2021,Catalunya,total,de 25 a 29 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 25 a 29 anys,dosis administrades per cada 100 persones,,26.5
T2/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb primera dosi (%),,15.1
T2/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb segona dosi (%),,11.4
T2/2021,Catalunya,total,de 25 a 29 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 30 a 34 anys,dosis administrades,,159858
T2/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb primera dosi,,108307
T2/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb segona dosi,,51551
T2/2021,Catalunya,total,de 30 a 34 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 30 a 34 anys,dosis administrades per cada 100 persones,,34.3
T2/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb primera dosi (%),,23.2
T2/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb segona dosi (%),,11.1
T2/2021,Catalunya,total,de 30 a 34 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 35 a 39 anys,dosis administrades,,333332
T2/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb primera dosi,,271981
T2/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb segona dosi,,61351
T2/2021,Catalunya,total,de 35 a 39 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 35 a 39 anys,dosis administrades per cada 100 persones,,61.1
T2/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb primera dosi (%),,49.9
T2/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb segona dosi (%),,11.2
T2/2021,Catalunya,total,de 35 a 39 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 40 a 44 anys,dosis administrades,,530894
T2/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb primera dosi,,440713
T2/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb segona dosi,,90181
T2/2021,Catalunya,total,de 40 a 44 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 40 a 44 anys,dosis administrades per cada 100 persones,,80.4
T2/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb primera dosi (%),,66.8
T2/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb segona dosi (%),,13.7
T2/2021,Catalunya,total,de 40 a 44 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 45 a 49 anys,dosis administrades,,693201
T2/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb primera dosi,,504838
T2/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb segona dosi,,188363
T2/2021,Catalunya,total,de 45 a 49 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 45 a 49 anys,dosis administrades per cada 100 persones,,108.8
T2/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb primera dosi (%),,79.2
T2/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb segona dosi (%),,29.6
T2/2021,Catalunya,total,de 45 a 49 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 50 a 54 anys,dosis administrades,,853940
T2/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb primera dosi,,481647
T2/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb segona dosi,,372293
T2/2021,Catalunya,total,de 50 a 54 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 50 a 54 anys,dosis administrades per cada 100 persones,,149.1
T2/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb primera dosi (%),,84.1
T2/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb segona dosi (%),,65.0
T2/2021,Catalunya,total,de 50 a 54 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 55 a 59 anys,dosis administrades,,826880
T2/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb primera dosi,,454643
T2/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb segona dosi,,372237
T2/2021,Catalunya,total,de 55 a 59 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 55 a 59 anys,dosis administrades per cada 100 persones,,161.7
T2/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb primera dosi (%),,88.9
T2/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb segona dosi (%),,72.8
T2/2021,Catalunya,total,de 55 a 59 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 60 a 64 anys,dosis administrades,,634616
T2/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb primera dosi,,399699
T2/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb segona dosi,,234917
T2/2021,Catalunya,total,de 60 a 64 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 60 a 64 anys,dosis administrades per cada 100 persones,,141.3
T2/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb primera dosi (%),,89.0
T2/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb segona dosi (%),,52.3
T2/2021,Catalunya,total,de 60 a 64 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 65 a 69 anys,dosis administrades,,484837
T2/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb primera dosi,,343988
T2/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb segona dosi,,140849
T2/2021,Catalunya,total,de 65 a 69 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 65 a 69 anys,dosis administrades per cada 100 persones,,126.4
T2/2021,Catalunya,total,de 65 a 69 anys,població vacunada amb primera dosi (%),,89.7
T2/2021,Catalunya,total,de 65 a 69 anys,població vacunada amb segona dosi (%),,36.7
T2/2021,Catalunya,total,de 65 a 69 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 70 a 74 anys,dosis administrades,,631241
T2/2021,Catalunya,total,de 70 a 74 anys,persones vacunades amb primera dosi,,329833
T2/2021,Catalunya,total,de 70 a 74 anys,persones vacunades amb segona dosi,,301408
T2/2021,Catalunya,total,de 70 a 74 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 70 a 74 anys,dosis administrades per cada 100 persones,,177.5
T2/2021,Catalunya,total,de 70 a 74 anys,població vacunada amb primera dosi (%),,92.8
T2/2021,Catalunya,total,de 70 a 74 anys,població vacunada amb segona dosi (%),,84.8
T2/2021,Catalunya,total,de 70 a 74 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,de 75 a 79 anys,dosis administrades,,533177
T2/2021,Catalunya,total,de 75 a 79 anys,persones vacunades amb primera dosi,,268706
T2/2021,Catalunya,total,de 75 a 79 anys,persones vacunades amb segona dosi,,264471
T2/2021,Catalunya,total,de 75 a 79 anys,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,de 75 a 79 anys,dosis administrades per cada 100 persones,,192.1
T2/2021,Catalunya,total,de 75 a 79 anys,població vacunada amb primera dosi (%),,96.8
T2/2021,Catalunya,total,de 75 a 79 anys,població vacunada amb segona dosi (%),,95.3
T2/2021,Catalunya,total,de 75 a 79 anys,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,80 anys o més,dosis administrades,,845960
T2/2021,Catalunya,total,80 anys o més,persones vacunades amb primera dosi,,424843
T2/2021,Catalunya,total,80 anys o més,persones vacunades amb segona dosi,,421117
T2/2021,Catalunya,total,80 anys o més,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,80 anys o més,dosis administrades per cada 100 persones,,189.0
T2/2021,Catalunya,total,80 anys o més,població vacunada amb primera dosi (%),,94.9
T2/2021,Catalunya,total,80 anys o més,població vacunada amb segona dosi (%),,94.1
T2/2021,Catalunya,total,80 anys o més,població vacunada amb dosi addicional (%),,0.0
T2/2021,Catalunya,total,total,dosis administrades,,6803692
T2/2021,Catalunya,total,total,persones vacunades amb primera dosi,,4191670
T2/2021,Catalunya,total,total,persones vacunades amb segona dosi,,2612022
T2/2021,Catalunya,total,total,persones vacunades amb dosi addicional,,0
T2/2021,Catalunya,total,total,dosis administrades per cada 100 persones,,88.1
T2/2021,Catalunya,total,total,població vacunada amb primera dosi (%),,54.3
T2/2021,Catalunya,total,total,població vacunada amb segona dosi (%),,33.8
T2/2021,Catalunya,total,total,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,homes,de 0 a 11 anys,dosis administrades,..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb primera dosi,..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb segona dosi,..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,persones vacunades amb dosi addicional,..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,dosis administrades per cada 100 persones,..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb primera dosi (%),..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb segona dosi (%),..,null
T3/2021,Catalunya,homes,de 0 a 11 anys,població vacunada amb dosi addicional (%),..,null
T3/2021,Catalunya,homes,de 12 a 14 anys,dosis administrades,,186449
T3/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb primera dosi,,104890
T3/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb segona dosi,,81535
T3/2021,Catalunya,homes,de 12 a 14 anys,persones vacunades amb dosi addicional,,24
T3/2021,Catalunya,homes,de 12 a 14 anys,dosis administrades per cada 100 persones,,140.9
T3/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb primera dosi (%),,79.3
T3/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb segona dosi (%),,61.6
T3/2021,Catalunya,homes,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,homes,de 15 a 19 anys,dosis administrades,,301236
T3/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb primera dosi,,168637
T3/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb segona dosi,,132524
T3/2021,Catalunya,homes,de 15 a 19 anys,persones vacunades amb dosi addicional,,75
T3/2021,Catalunya,homes,de 15 a 19 anys,dosis administrades per cada 100 persones,,143.1
T3/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb primera dosi (%),,80.1
T3/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb segona dosi (%),,62.9
T3/2021,Catalunya,homes,de 15 a 19 anys,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,homes,de 20 a 24 anys,dosis administrades,,256635
T3/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb primera dosi,,146434
T3/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb segona dosi,,110104
T3/2021,Catalunya,homes,de 20 a 24 anys,persones vacunades amb dosi addicional,,97
T3/2021,Catalunya,homes,de 20 a 24 anys,dosis administrades per cada 100 persones,,125.2
T3/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb primera dosi (%),,71.4
T3/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb segona dosi (%),,53.7
T3/2021,Catalunya,homes,de 20 a 24 anys,població vacunada amb dosi addicional (%),,0.0
T3/2021,Catalunya,homes,de 25 a 29 anys,dosis administrades,,267408
T3/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb primera dosi,,151536
T3/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb segona dosi,,115749
T3/2021,Catalunya,homes,de 25 a 29 anys,persones vacunades amb dosi addicional,,123
T3/2021,Catalunya,homes,de 25 a 29 anys,dosis administrades per cada 100 persones,,120.9
T3/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb primera dosi (%),,68.5
T3/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb segona dosi (%),,52.3
T3/2021,Catalunya,homes,de 25 a 29 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,homes,de 30 a 34 anys,dosis administrades,,306483
T3/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb primera dosi,,170694
T3/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb segona dosi,,135630
T3/2021,Catalunya,homes,de 30 a 34 anys,persones vacunades amb dosi addicional,,159
T3/2021,Catalunya,homes,de 30 a 34 anys,dosis administrades per cada 100 persones,,132.7
T3/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb primera dosi (%),,73.9
T3/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb segona dosi (%),,58.7
T3/2021,Catalunya,homes,de 30 a 34 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,homes,de 35 a 39 anys,dosis administrades,,380024
T3/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb primera dosi,,208695
T3/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb segona dosi,,171094
T3/2021,Catalunya,homes,de 35 a 39 anys,persones vacunades amb dosi addicional,,235
T3/2021,Catalunya,homes,de 35 a 39 anys,dosis administrades per cada 100 persones,,140.3
T3/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb primera dosi (%),,77.0
T3/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb segona dosi (%),,63.2
T3/2021,Catalunya,homes,de 35 a 39 anys,població vacunada amb dosi addicional (%),,0.1
T3/2021,Catalunya,homes,de 40 a 44 anys,dosis administrades,,480222
T3/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb primera dosi,,274896
T3/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb segona dosi,,204819
T3/2021,Catalunya,homes,de 40 a 44 anys,persones vacunades amb dosi addicional,,507
T3/2021,Catalunya,homes,de 40 a 44 anys,dosis administrades per cada 100 persones,,143.5
T3/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb primera dosi (%),,82.2
T3/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb segona dosi (%),,61.2
T3/2021,Catalunya,homes,de 40 a 44 anys,població vacunada amb dosi addicional (%),,0.2
T3/2021,Catalunya,homes,de 45 a 49 anys,dosis administrades,,535052
T3/2021,Catalunya,homes,de 45 a 49 anys,persones vacunades amb primera dosi,,294601
