trimestre,municipis,concepte,sexe,estat,valor
T2/2020,Llavorsí,casos per cada 100 habitants,total,..,null
T2/2020,Lleida,casos confirmats,homes,,589
T2/2020,Lleida,casos confirmats,dones,,728
T2/2020,Lleida,casos confirmats,total,,1317
T2/2020,Lleida,casos per cada 100 habitants,homes,,0.8
T2/2020,Lleida,casos per cada 100 habitants,dones,,1.0
T2/2020,Lleida,casos per cada 100 habitants,total,,0.9
T2/2020,Llers,casos confirmats,homes,..,null
T2/2020,Llers,casos confirmats,dones,..,null
T2/2020,Llers,casos confirmats,total,,8
T2/2020,Llers,casos per cada 100 habitants,homes,..,null
T2/2020,Llers,casos per cada 100 habitants,dones,..,null
T2/2020,Llers,casos per cada 100 habitants,total,,0.6
T2/2020,Lles de Cerdanya,casos confirmats,homes,,0
T2/2020,Lles de Cerdanya,casos confirmats,dones,,0
T2/2020,Lles de Cerdanya,casos confirmats,total,,0
T2/2020,Lles de Cerdanya,casos per cada 100 habitants,homes,,0.0
T2/2020,Lles de Cerdanya,casos per cada 100 habitants,dones,,0.0
T2/2020,Lles de Cerdanya,casos per cada 100 habitants,total,,0.0
T2/2020,Lliçà d'Amunt,casos confirmats,homes,,16
T2/2020,Lliçà d'Amunt,casos confirmats,dones,,30
T2/2020,Lliçà d'Amunt,casos confirmats,total,,46
T2/2020,Lliçà d'Amunt,casos per cada 100 habitants,homes,,0.2
T2/2020,Lliçà d'Amunt,casos per cada 100 habitants,dones,,0.4
T2/2020,Lliçà d'Amunt,casos per cada 100 habitants,total,,0.3
T2/2020,Lliçà de Vall,casos confirmats,homes,,5
T2/2020,Lliçà de Vall,casos confirmats,dones,,11
T2/2020,Lliçà de Vall,casos confirmats,total,,16
T2/2020,Lliçà de Vall,casos per cada 100 habitants,homes,,0.2
T2/2020,Lliçà de Vall,casos per cada 100 habitants,dones,,0.3
T2/2020,Lliçà de Vall,casos per cada 100 habitants,total,,0.2
T2/2020,Llinars del Vallès,casos confirmats,homes,,11
T2/2020,Llinars del Vallès,casos confirmats,dones,,25
T2/2020,Llinars del Vallès,casos confirmats,total,,36
T2/2020,Llinars del Vallès,casos per cada 100 habitants,homes,,0.2
T2/2020,Llinars del Vallès,casos per cada 100 habitants,dones,,0.5
T2/2020,Llinars del Vallès,casos per cada 100 habitants,total,,0.4
T2/2020,Llívia,casos confirmats,homes,..,null
T2/2020,Llívia,casos confirmats,dones,..,null
T2/2020,Llívia,casos confirmats,total,..,null
T2/2020,Llívia,casos per cada 100 habitants,homes,..,null
T2/2020,Llívia,casos per cada 100 habitants,dones,..,null
T2/2020,Llívia,casos per cada 100 habitants,total,..,null
T2/2020,Llorenç del Penedès,casos confirmats,homes,,8
T2/2020,Llorenç del Penedès,casos confirmats,dones,,16
T2/2020,Llorenç del Penedès,casos confirmats,total,,24
T2/2020,Llorenç del Penedès,casos per cada 100 habitants,homes,,0.7
T2/2020,Llorenç del Penedès,casos per cada 100 habitants,dones,,1.3
T2/2020,Llorenç del Penedès,casos per cada 100 habitants,total,,1.0
T2/2020,Lloret de Mar,casos confirmats,homes,,42
T2/2020,Lloret de Mar,casos confirmats,dones,,91
T2/2020,Lloret de Mar,casos confirmats,total,,133
T2/2020,Lloret de Mar,casos per cada 100 habitants,homes,,0.2
T2/2020,Lloret de Mar,casos per cada 100 habitants,dones,,0.5
T2/2020,Lloret de Mar,casos per cada 100 habitants,total,,0.3
T2/2020,"Llosses, les",casos confirmats,homes,,0
T2/2020,"Llosses, les",casos confirmats,dones,,0
T2/2020,"Llosses, les",casos confirmats,total,,0
T2/2020,"Llosses, les",casos per cada 100 habitants,homes,,0.0
T2/2020,"Llosses, les",casos per cada 100 habitants,dones,,0.0
T2/2020,"Llosses, les",casos per cada 100 habitants,total,,0.0
T2/2020,Lluçà,casos confirmats,homes,,0
T2/2020,Lluçà,casos confirmats,dones,,0
T2/2020,Lluçà,casos confirmats,total,,0
T2/2020,Lluçà,casos per cada 100 habitants,homes,,0.0
T2/2020,Lluçà,casos per cada 100 habitants,dones,,0.0
T2/2020,Lluçà,casos per cada 100 habitants,total,,0.0
T2/2020,Maçanet de Cabrenys,casos confirmats,homes,..,null
T2/2020,Maçanet de Cabrenys,casos confirmats,dones,..,null
T2/2020,Maçanet de Cabrenys,casos confirmats,total,..,null
T2/2020,Maçanet de Cabrenys,casos per cada 100 habitants,homes,..,null
T2/2020,Maçanet de Cabrenys,casos per cada 100 habitants,dones,..,null
T2/2020,Maçanet de Cabrenys,casos per cada 100 habitants,total,..,null
T2/2020,Maçanet de la Selva,casos confirmats,homes,,7
T2/2020,Maçanet de la Selva,casos confirmats,dones,,16
T2/2020,Maçanet de la Selva,casos confirmats,total,,23
T2/2020,Maçanet de la Selva,casos per cada 100 habitants,homes,,0.2
T2/2020,Maçanet de la Selva,casos per cada 100 habitants,dones,,0.5
T2/2020,Maçanet de la Selva,casos per cada 100 habitants,total,,0.3
T2/2020,Madremanya,casos confirmats,homes,,0
T2/2020,Madremanya,casos confirmats,dones,,0
T2/2020,Madremanya,casos confirmats,total,,0
T2/2020,Madremanya,casos per cada 100 habitants,homes,,0.0
T2/2020,Madremanya,casos per cada 100 habitants,dones,,0.0
T2/2020,Madremanya,casos per cada 100 habitants,total,,0.0
T2/2020,Maià de Montcal,casos confirmats,homes,..,null
T2/2020,Maià de Montcal,casos confirmats,dones,..,null
T2/2020,Maià de Montcal,casos confirmats,total,..,null
T2/2020,Maià de Montcal,casos per cada 100 habitants,homes,..,null
T2/2020,Maià de Montcal,casos per cada 100 habitants,dones,..,null
T2/2020,Maià de Montcal,casos per cada 100 habitants,total,..,null
T2/2020,Maials,casos confirmats,homes,..,null
T2/2020,Maials,casos confirmats,dones,..,null
T2/2020,Maials,casos confirmats,total,..,null
T2/2020,Maials,casos per cada 100 habitants,homes,..,null
T2/2020,Maials,casos per cada 100 habitants,dones,..,null
T2/2020,Maials,casos per cada 100 habitants,total,..,null
T2/2020,Maldà,casos confirmats,homes,..,null
T2/2020,Maldà,casos confirmats,dones,..,null
T2/2020,Maldà,casos confirmats,total,..,null
T2/2020,Maldà,casos per cada 100 habitants,homes,..,null
T2/2020,Maldà,casos per cada 100 habitants,dones,..,null
T2/2020,Maldà,casos per cada 100 habitants,total,..,null
T2/2020,Malgrat de Mar,casos confirmats,homes,,60
T2/2020,Malgrat de Mar,casos confirmats,dones,,128
T2/2020,Malgrat de Mar,casos confirmats,total,,188
T2/2020,Malgrat de Mar,casos per cada 100 habitants,homes,,0.6
T2/2020,Malgrat de Mar,casos per cada 100 habitants,dones,,1.4
T2/2020,Malgrat de Mar,casos per cada 100 habitants,total,,1.0
T2/2020,Malla,casos confirmats,homes,..,null
T2/2020,Malla,casos confirmats,dones,..,null
T2/2020,Malla,casos confirmats,total,..,null
T2/2020,Malla,casos per cada 100 habitants,homes,..,null
T2/2020,Malla,casos per cada 100 habitants,dones,..,null
T2/2020,Malla,casos per cada 100 habitants,total,..,null
T2/2020,Manlleu,casos confirmats,homes,,51
T2/2020,Manlleu,casos confirmats,dones,,99
T2/2020,Manlleu,casos confirmats,total,,150
T2/2020,Manlleu,casos per cada 100 habitants,homes,,0.5
T2/2020,Manlleu,casos per cada 100 habitants,dones,,1.0
T2/2020,Manlleu,casos per cada 100 habitants,total,,0.7
T2/2020,Manresa,casos confirmats,homes,,226
T2/2020,Manresa,casos confirmats,dones,,450
T2/2020,Manresa,casos confirmats,total,,676
T2/2020,Manresa,casos per cada 100 habitants,homes,,0.6
T2/2020,Manresa,casos per cada 100 habitants,dones,,1.1
T2/2020,Manresa,casos per cada 100 habitants,total,,0.9
T2/2020,Marçà,casos confirmats,homes,,0
T2/2020,Marçà,casos confirmats,dones,,0
T2/2020,Marçà,casos confirmats,total,,0
T2/2020,Marçà,casos per cada 100 habitants,homes,,0.0
T2/2020,Marçà,casos per cada 100 habitants,dones,,0.0
T2/2020,Marçà,casos per cada 100 habitants,total,,0.0
T2/2020,Marganell,casos confirmats,homes,..,null
T2/2020,Marganell,casos confirmats,dones,..,null
T2/2020,Marganell,casos confirmats,total,..,null
T2/2020,Marganell,casos per cada 100 habitants,homes,..,null
T2/2020,Marganell,casos per cada 100 habitants,dones,..,null
T2/2020,Marganell,casos per cada 100 habitants,total,..,null
T2/2020,Martorell,casos confirmats,homes,,70
T2/2020,Martorell,casos confirmats,dones,,159
T2/2020,Martorell,casos confirmats,total,,229
T2/2020,Martorell,casos per cada 100 habitants,homes,,0.5
T2/2020,Martorell,casos per cada 100 habitants,dones,,1.1
T2/2020,Martorell,casos per cada 100 habitants,total,,0.8
T2/2020,Martorelles,casos confirmats,homes,,6
T2/2020,Martorelles,casos confirmats,dones,,12
T2/2020,Martorelles,casos confirmats,total,,18
T2/2020,Martorelles,casos per cada 100 habitants,homes,,0.2
T2/2020,Martorelles,casos per cada 100 habitants,dones,,0.5
T2/2020,Martorelles,casos per cada 100 habitants,total,,0.4
T2/2020,Mas de Barberans,casos confirmats,homes,,0
T2/2020,Mas de Barberans,casos confirmats,dones,,0
T2/2020,Mas de Barberans,casos confirmats,total,,0
T2/2020,Mas de Barberans,casos per cada 100 habitants,homes,,0.0
T2/2020,Mas de Barberans,casos per cada 100 habitants,dones,,0.0
T2/2020,Mas de Barberans,casos per cada 100 habitants,total,,0.0
T2/2020,Masarac,casos confirmats,homes,..,null
T2/2020,Masarac,casos confirmats,dones,..,null
T2/2020,Masarac,casos confirmats,total,..,null
T2/2020,Masarac,casos per cada 100 habitants,homes,..,null
T2/2020,Masarac,casos per cada 100 habitants,dones,..,null
T2/2020,Masarac,casos per cada 100 habitants,total,..,null
T2/2020,Masdenverge,casos confirmats,homes,,0
T2/2020,Masdenverge,casos confirmats,dones,,0
T2/2020,Masdenverge,casos confirmats,total,,0
T2/2020,Masdenverge,casos per cada 100 habitants,homes,,0.0
T2/2020,Masdenverge,casos per cada 100 habitants,dones,,0.0
T2/2020,Masdenverge,casos per cada 100 habitants,total,,0.0
T2/2020,"Masies de Roda, les",casos confirmats,homes,..,null
T2/2020,"Masies de Roda, les",casos confirmats,dones,..,null
T2/2020,"Masies de Roda, les",casos confirmats,total,..,null
T2/2020,"Masies de Roda, les",casos per cada 100 habitants,homes,..,null
T2/2020,"Masies de Roda, les",casos per cada 100 habitants,dones,..,null
T2/2020,"Masies de Roda, les",casos per cada 100 habitants,total,..,null
T2/2020,"Masies de Voltregà, les",casos confirmats,homes,,8
T2/2020,"Masies de Voltregà, les",casos confirmats,dones,,6
T2/2020,"Masies de Voltregà, les",casos confirmats,total,,14
T2/2020,"Masies de Voltregà, les",casos per cada 100 habitants,homes,,0.5
T2/2020,"Masies de Voltregà, les",casos per cada 100 habitants,dones,,0.4
T2/2020,"Masies de Voltregà, les",casos per cada 100 habitants,total,,0.4
T2/2020,Masllorenç,casos confirmats,homes,,0
T2/2020,Masllorenç,casos confirmats,dones,,0
T2/2020,Masllorenç,casos confirmats,total,,0
T2/2020,Masllorenç,casos per cada 100 habitants,homes,,0.0
T2/2020,Masllorenç,casos per cada 100 habitants,dones,,0.0
T2/2020,Masllorenç,casos per cada 100 habitants,total,,0.0
T2/2020,"Masnou, el",casos confirmats,homes,,32
T2/2020,"Masnou, el",casos confirmats,dones,,55
T2/2020,"Masnou, el",casos confirmats,total,,87
T2/2020,"Masnou, el",casos per cada 100 habitants,homes,,0.3
T2/2020,"Masnou, el",casos per cada 100 habitants,dones,,0.4
T2/2020,"Masnou, el",casos per cada 100 habitants,total,,0.4
T2/2020,"Masó, la",casos confirmats,homes,,0
T2/2020,"Masó, la",casos confirmats,dones,,0
T2/2020,"Masó, la",casos confirmats,total,,0
T2/2020,"Masó, la",casos per cada 100 habitants,homes,,0.0
T2/2020,"Masó, la",casos per cada 100 habitants,dones,,0.0
T2/2020,"Masó, la",casos per cada 100 habitants,total,,0.0
T2/2020,Maspujols,casos confirmats,homes,,0
T2/2020,Maspujols,casos confirmats,dones,,0
T2/2020,Maspujols,casos confirmats,total,,0
T2/2020,Maspujols,casos per cada 100 habitants,homes,,0.0
T2/2020,Maspujols,casos per cada 100 habitants,dones,,0.0
T2/2020,Maspujols,casos per cada 100 habitants,total,,0.0
T2/2020,Masquefa,casos confirmats,homes,,5
T2/2020,Masquefa,casos confirmats,dones,,16
T2/2020,Masquefa,casos confirmats,total,,21
T2/2020,Masquefa,casos per cada 100 habitants,homes,,0.1
T2/2020,Masquefa,casos per cada 100 habitants,dones,,0.3
T2/2020,Masquefa,casos per cada 100 habitants,total,,0.2
T2/2020,"Masroig, el",casos confirmats,homes,,0
T2/2020,"Masroig, el",casos confirmats,dones,,0
T2/2020,"Masroig, el",casos confirmats,total,,0
T2/2020,"Masroig, el",casos per cada 100 habitants,homes,,0.0
T2/2020,"Masroig, el",casos per cada 100 habitants,dones,,0.0
T2/2020,"Masroig, el",casos per cada 100 habitants,total,,0.0
T2/2020,Massalcoreig,casos confirmats,homes,..,null
T2/2020,Massalcoreig,casos confirmats,dones,..,null
T2/2020,Massalcoreig,casos confirmats,total,..,null
T2/2020,Massalcoreig,casos per cada 100 habitants,homes,..,null
T2/2020,Massalcoreig,casos per cada 100 habitants,dones,..,null
T2/2020,Massalcoreig,casos per cada 100 habitants,total,..,null
T2/2020,Massanes,casos confirmats,homes,..,null
T2/2020,Massanes,casos confirmats,dones,..,null
T2/2020,Massanes,casos confirmats,total,,4
T2/2020,Massanes,casos per cada 100 habitants,homes,..,null
T2/2020,Massanes,casos per cada 100 habitants,dones,..,null
T2/2020,Massanes,casos per cada 100 habitants,total,,0.5
T2/2020,Massoteres,casos confirmats,homes,,0
T2/2020,Massoteres,casos confirmats,dones,,0
T2/2020,Massoteres,casos confirmats,total,,0
T2/2020,Massoteres,casos per cada 100 habitants,homes,,0.0
T2/2020,Massoteres,casos per cada 100 habitants,dones,,0.0
T2/2020,Massoteres,casos per cada 100 habitants,total,,0.0
T2/2020,Matadepera,casos confirmats,homes,,16
T2/2020,Matadepera,casos confirmats,dones,,45
T2/2020,Matadepera,casos confirmats,total,,61
T2/2020,Matadepera,casos per cada 100 habitants,homes,,0.3
T2/2020,Matadepera,casos per cada 100 habitants,dones,,0.9
T2/2020,Matadepera,casos per cada 100 habitants,total,,0.6
T2/2020,Mataró,casos confirmats,homes,,173
T2/2020,Mataró,casos confirmats,dones,,410
T2/2020,Mataró,casos confirmats,total,,583
T2/2020,Mataró,casos per cada 100 habitants,homes,,0.3
T2/2020,Mataró,casos per cada 100 habitants,dones,,0.6
T2/2020,Mataró,casos per cada 100 habitants,total,,0.4
T2/2020,Mediona,casos confirmats,homes,,21
T2/2020,Mediona,casos confirmats,dones,,68
T2/2020,Mediona,casos confirmats,total,,89
T2/2020,Mediona,casos per cada 100 habitants,homes,,1.8
T2/2020,Mediona,casos per cada 100 habitants,dones,,5.8
T2/2020,Mediona,casos per cada 100 habitants,total,,3.8
T2/2020,Menàrguens,casos confirmats,homes,..,null
T2/2020,Menàrguens,casos confirmats,dones,..,null
T2/2020,Menàrguens,casos confirmats,total,..,null
T2/2020,Menàrguens,casos per cada 100 habitants,homes,..,null
T2/2020,Menàrguens,casos per cada 100 habitants,dones,..,null
T2/2020,Menàrguens,casos per cada 100 habitants,total,..,null
T2/2020,Mieres,casos confirmats,homes,,0
T2/2020,Mieres,casos confirmats,dones,,0
T2/2020,Mieres,casos confirmats,total,,0
T2/2020,Mieres,casos per cada 100 habitants,homes,,0.0
T2/2020,Mieres,casos per cada 100 habitants,dones,,0.0
T2/2020,Mieres,casos per cada 100 habitants,total,,0.0
T2/2020,Miralcamp,casos confirmats,homes,..,null
T2/2020,Miralcamp,casos confirmats,dones,..,null
T2/2020,Miralcamp,casos confirmats,total,,7
T2/2020,Miralcamp,casos per cada 100 habitants,homes,..,null
T2/2020,Miralcamp,casos per cada 100 habitants,dones,..,null
T2/2020,Miralcamp,casos per cada 100 habitants,total,,0.5
T2/2020,Miravet,casos confirmats,homes,,0
T2/2020,Miravet,casos confirmats,dones,,0
T2/2020,Miravet,casos confirmats,total,,0
T2/2020,Miravet,casos per cada 100 habitants,homes,,0.0
T2/2020,Miravet,casos per cada 100 habitants,dones,,0.0
T2/2020,Miravet,casos per cada 100 habitants,total,,0.0
T2/2020,Moià,casos confirmats,homes,,28
T2/2020,Moià,casos confirmats,dones,,68
T2/2020,Moià,casos confirmats,total,,96
T2/2020,Moià,casos per cada 100 habitants,homes,,0.9
T2/2020,Moià,casos per cada 100 habitants,dones,,2.2
T2/2020,Moià,casos per cada 100 habitants,total,,1.5
T2/2020,"Molar, el",casos confirmats,homes,..,null
T2/2020,"Molar, el",casos confirmats,dones,..,null
T2/2020,"Molar, el",casos confirmats,total,..,null
T2/2020,"Molar, el",casos per cada 100 habitants,homes,..,null
T2/2020,"Molar, el",casos per cada 100 habitants,dones,..,null
T2/2020,"Molar, el",casos per cada 100 habitants,total,..,null
T2/2020,Molins de Rei,casos confirmats,homes,,50
T2/2020,Molins de Rei,casos confirmats,dones,,84
T2/2020,Molins de Rei,casos confirmats,total,,134
T2/2020,Molins de Rei,casos per cada 100 habitants,homes,,0.4
T2/2020,Molins de Rei,casos per cada 100 habitants,dones,,0.6
T2/2020,Molins de Rei,casos per cada 100 habitants,total,,0.5
T2/2020,Mollerussa,casos confirmats,homes,,47
T2/2020,Mollerussa,casos confirmats,dones,,41
T2/2020,Mollerussa,casos confirmats,total,,88
T2/2020,Mollerussa,casos per cada 100 habitants,homes,,0.6
T2/2020,Mollerussa,casos per cada 100 habitants,dones,,0.6
T2/2020,Mollerussa,casos per cada 100 habitants,total,,0.6
T2/2020,Mollet del Vallès,casos confirmats,homes,,91
T2/2020,Mollet del Vallès,casos confirmats,dones,,195
T2/2020,Mollet del Vallès,casos confirmats,total,,286
T2/2020,Mollet del Vallès,casos per cada 100 habitants,homes,,0.4
T2/2020,Mollet del Vallès,casos per cada 100 habitants,dones,,0.7
T2/2020,Mollet del Vallès,casos per cada 100 habitants,total,,0.6
T2/2020,Molló,casos confirmats,homes,,0
T2/2020,Molló,casos confirmats,dones,,0
T2/2020,Molló,casos confirmats,total,,0
T2/2020,Molló,casos per cada 100 habitants,homes,,0.0
T2/2020,Molló,casos per cada 100 habitants,dones,,0.0
T2/2020,Molló,casos per cada 100 habitants,total,,0.0
T2/2020,Monistrol de Calders,casos confirmats,homes,..,null
T2/2020,Monistrol de Calders,casos confirmats,dones,..,null
T2/2020,Monistrol de Calders,casos confirmats,total,..,null
T2/2020,Monistrol de Calders,casos per cada 100 habitants,homes,..,null
T2/2020,Monistrol de Calders,casos per cada 100 habitants,dones,..,null
T2/2020,Monistrol de Calders,casos per cada 100 habitants,total,..,null
T2/2020,Monistrol de Montserrat,casos confirmats,homes,,5
T2/2020,Monistrol de Montserrat,casos confirmats,dones,,4
T2/2020,Monistrol de Montserrat,casos confirmats,total,,9
T2/2020,Monistrol de Montserrat,casos per cada 100 habitants,homes,,0.3
T2/2020,Monistrol de Montserrat,casos per cada 100 habitants,dones,,0.3
T2/2020,Monistrol de Montserrat,casos per cada 100 habitants,total,,0.3
T2/2020,Montagut i Oix,casos confirmats,homes,..,null
T2/2020,Montagut i Oix,casos confirmats,dones,..,null
T2/2020,Montagut i Oix,casos confirmats,total,..,null
T2/2020,Montagut i Oix,casos per cada 100 habitants,homes,..,null
